standard_code,course_name,course_code,grade_band,standard_text,framework_version,notes
IT-FAI-1.1,Foundations of Artificial Intelligence,11.44300,HS,"Communicate effectively through writing, speaking, listening, reading, and interpersonal abilities.",2021-03-04,
IT-FAI-1.2,Foundations of Artificial Intelligence,11.44300,HS,Demonstrate creativity by asking challenging questions and applying innovative procedures and methods.,2021-03-04,
IT-FAI-1.3,Foundations of Artificial Intelligence,11.44300,HS,"Exhibit critical thinking and problem-solving skills to locate, analyze and apply information in career planning and employment situations.",2021-03-04,
IT-FAI-1.4,Foundations of Artificial Intelligence,11.44300,HS,"Model work readiness traits required for success in the workplace including integrity, honesty, accountability, punctuality, time management, and respect for diversity.",2021-03-04,
IT-FAI-1.5,Foundations of Artificial Intelligence,11.44300,HS,"Apply the appropriate skill sets to be productive in a changing, technological, diverse workplace to be able to work independently and apply teamwork skills.",2021-03-04,
IT-FAI-1.6,Foundations of Artificial Intelligence,11.44300,HS,"Present a professional image through appearance, behavior, and language.",2021-03-04,
IT-FAI-2.1,Foundations of Artificial Intelligence,11.44300,HS,Define artificial intelligence and reflect on its current state.,2021-03-04,
IT-FAI-2.2,Foundations of Artificial Intelligence,11.44300,HS,Describe the history and evolution of artificial intelligence over time.,2021-03-04,
IT-FAI-2.3,Foundations of Artificial Intelligence,11.44300,HS,Identify important early examples of Artificial Intelligence and contributors to Artificial Intelligence development.,2021-03-04,
IT-FAI-2.4,Foundations of Artificial Intelligence,11.44300,HS,"Describe how Artificial Intelligence could be used to solve problems, including historical, current, and future problems.",2021-03-04,
IT-FAI-3.1,Foundations of Artificial Intelligence,11.44300,HS,"Identify and describe current examples of Artificial Intelligence applications in everyday life (e.g., gaming, social media, virtual assistants, email, online shopping, travel, art, smartphones, etc.).",2021-03-04,
IT-FAI-3.2,Foundations of Artificial Intelligence,11.44300,HS,Identify and describe Artificial Intelligence technologies students interact with frequently and determine what problems and/or needs the Artificial Intelligence is intended to solve.,2021-03-04,
IT-FAI-3.3,Foundations of Artificial Intelligence,11.44300,HS,"Discuss how Artificial Intelligence is and could be used to enhance areas of student interest, real-world problems, business needs, and the future of work.",2021-03-04,
IT-FAI-3.4,Foundations of Artificial Intelligence,11.44300,HS,Identify and analyze how Artificial Intelligence is impacting art and other creative fields.,2021-03-04,
IT-FAI-3.5,Foundations of Artificial Intelligence,11.44300,HS,"Define critical and contemporary areas of Artificial Intelligence (e.g., machine learning, natural language processing, computer vision).",2021-03-04,
IT-FAI-3.6,Foundations of Artificial Intelligence,11.44300,HS,"Investigate how machines can be trained to recognize data and distinguish between two different classes by using a web tool that trains a machine learning model without coding (e.g., Google Teachable Machine, Weka).",2021-03-04,
IT-FAI-4.1,Foundations of Artificial Intelligence,11.44300,HS,"Define, explain, and apply the building blocks of algorithms: sequencing, selection, iteration.",2021-03-04,
IT-FAI-4.2,Foundations of Artificial Intelligence,11.44300,HS,Modify and create an algorithm to solve a problem.,2021-03-04,
IT-FAI-4.3,Foundations of Artificial Intelligence,11.44300,HS,Evaluate algorithms analytically and empirically.,2021-03-04,
IT-FAI-4.4,Foundations of Artificial Intelligence,11.44300,HS,Use an algorithm to create a program.,2021-03-04,
IT-FAI-4.5,Foundations of Artificial Intelligence,11.44300,HS,"Define, explain, and apply the ideas of decomposition, abstraction, data types (integer, string, Boolean, list/array), branches (if, then, else), iteration (for loop, while loop), event driven.",2021-03-04,
IT-FAI-4.6,Foundations of Artificial Intelligence,11.44300,HS,"Define different programming paradigms (e.g., functional, object-oriented, procedural, logic).",2021-03-04,
IT-FAI-4.7,Foundations of Artificial Intelligence,11.44300,HS,Describe the principles of object-oriented programming.,2021-03-04,
IT-FAI-4.8,Foundations of Artificial Intelligence,11.44300,HS,Create a program that implements loops and conditionals.,2021-03-04,
IT-FAI-4.9,Foundations of Artificial Intelligence,11.44300,HS,Create a program that accepts user and sensor input to make a decision.,2021-03-04,
IT-FAI-4.10,Foundations of Artificial Intelligence,11.44300,HS,Create a program that collects and organizes different data types.,2021-03-04,
IT-FAI-4.11,Foundations of Artificial Intelligence,11.44300,HS,Define and implement comments in code to document the program.,2021-03-04,
IT-FAI-4.12,Foundations of Artificial Intelligence,11.44300,HS,Trace code and debug problems in programs.,2021-03-04,
IT-FAI-4.13,Foundations of Artificial Intelligence,11.44300,HS,Define UX (user experience) and explain why it must be considered when programming.,2021-03-04,
IT-FAI-5.1,Foundations of Artificial Intelligence,11.44300,HS,"Identify the different kinds of data we collect and share as Internet users (e.g., images, videos, texts, purchasing information, site history, etc.).",2021-03-04,
IT-FAI-5.2,Foundations of Artificial Intelligence,11.44300,HS,"Define the most basic types of data that computers use (e.g., numeric, text, dates, graphics, sound).",2021-03-04,
IT-FAI-5.3,Foundations of Artificial Intelligence,11.44300,HS,"Distinguish between data and information (e.g., data requires context to be information).",2021-03-04,
IT-FAI-5.4,Foundations of Artificial Intelligence,11.44300,HS,Describe and construct a simple model of the data processing cycle (input-processing-output).,2021-03-04,
IT-FAI-5.5,Foundations of Artificial Intelligence,11.44300,HS,Summarize how computers store data using bits (binary digits).,2021-03-04,
IT-FAI-5.6,Foundations of Artificial Intelligence,11.44300,HS,Define Big Data and describe how it is used in Artificial Intelligence.,2021-03-04,
IT-FAI-5.7,Foundations of Artificial Intelligence,11.44300,HS,Describe how Artificial Intelligence uses data to make predictions or decisions.,2021-03-04,
IT-FAI-5.8,Foundations of Artificial Intelligence,11.44300,HS,"Define logic and summarize its use in programming, including Artificial Intelligence.",2021-03-04,
IT-FAI-6.1,Foundations of Artificial Intelligence,11.44300,HS,Select and organize different types of data using spreadsheet tools.,2021-03-04,
IT-FAI-6.2,Foundations of Artificial Intelligence,11.44300,HS,Define and implement basic preset spreadsheet function to organize and manipulate data.,2021-03-04,
IT-FAI-6.3,Foundations of Artificial Intelligence,11.44300,HS,Create tables and graphs to represent data visually using spreadsheets.,2021-03-04,
IT-FAI-6.4,Foundations of Artificial Intelligence,11.44300,HS,"Analyze data to construct informed summaries, decisions, or predictions related to the data.",2021-03-04,
IT-FAI-7.1,Foundations of Artificial Intelligence,11.44300,HS,"Define bias, perception, privacy, and accuracy in the context of Artificial Intelligence.",2021-03-04,
IT-FAI-7.2,Foundations of Artificial Intelligence,11.44300,HS,"Explore potential examples of bias using a web tool that trains a machine learning model without coding (e.g., Google Teachable Machine, Weka).",2021-03-04,
IT-FAI-7.3,Foundations of Artificial Intelligence,11.44300,HS,Describe and critique how ethics and philosophy explicitly and implicitly play a role in Artificial Intelligence applications.,2021-03-04,
IT-FAI-7.4,Foundations of Artificial Intelligence,11.44300,HS,Define and compare ethical and legal implications of Artificial Intelligence.,2021-03-04,
IT-FAI-7.5,Foundations of Artificial Intelligence,11.44300,HS,"Identify and describe ethical and societal Artificial Intelligence issues in a variety of settings (e.g., public safety, financial implications, social media marketing, government uses, different cultures and countries).",2021-03-04,
IT-FAI-7.6,Foundations of Artificial Intelligence,11.44300,HS,"Research the purpose of Artificial Intelligence for Good Foundation and other similar organizations (e.g., The Center for Human Compatible Artificial Intelligence, The Future of Life Institute) and describe their role in Artificial Intelligence development.",2021-03-04,
IT-FAI-8.1,Foundations of Artificial Intelligence,11.44300,HS,"Define, describe, and demonstrate productive collaboration, problem-solving, and leadership skills.",2021-03-04,
IT-FAI-8.2,Foundations of Artificial Intelligence,11.44300,HS,Analyze the value of diversity in backgrounds and perspectives in collaboration and problem-solving.,2021-03-04,
IT-FAI-8.3,Foundations of Artificial Intelligence,11.44300,HS,Apply computational thinking skills to find alternative or creative solutions to problems.,2021-03-04,
IT-FAI-8.4,Foundations of Artificial Intelligence,11.44300,HS,"Define the purpose of the Design Thinking Process and describe its steps (e.g., empathize, define, ideate, prototype, test).",2021-03-04,
IT-FAI-8.5,Foundations of Artificial Intelligence,11.44300,HS,Apply the Design Thinking Process to collaboratively solve real-world problems.,2021-03-04,
IT-FAI-9.1,Foundations of Artificial Intelligence,11.44300,HS,"Explain the goals, mission, and objectives of the career-technical student organization (CTSO).",2021-03-04,
IT-FAI-9.2,Foundations of Artificial Intelligence,11.44300,HS,Explore the impact and opportunities a student organization can develop to bring business and education together in a positive working relationship through innovative leadership and career development programs.,2021-03-04,
IT-FAI-9.3,Foundations of Artificial Intelligence,11.44300,HS,"Explore the local, state, and national opportunities available to students through participation in related student organization including but not limited to conferences, competitions, community service, philanthropy, and other CTSO activities.",2021-03-04,
IT-FAI-9.4,Foundations of Artificial Intelligence,11.44300,HS,Explain how participation in career and technology education student organizations can promote lifelong responsibility for community service and professional development.,2021-03-04,
IT-FAI-9.5,Foundations of Artificial Intelligence,11.44300,HS,"Explore the competitive events related to the content of this course and the required competencies, skills, and knowledge for each related event for individual, team, and chapter competitions.",2021-03-04,
IT-AIC-1.1,Artificial Intelligence Concepts,11.44400,HS,"Communicate effectively through writing, speaking, listening, reading, and interpersonal abilities.",2021-03-04,
IT-AIC-1.2,Artificial Intelligence Concepts,11.44400,HS,Demonstrate creativity by asking challenging questions and applying innovative procedures and methods.,2021-03-04,
IT-AIC-1.3,Artificial Intelligence Concepts,11.44400,HS,"Exhibit critical thinking and problem-solving skills to locate, analyze and apply information in career planning and employment situations.",2021-03-04,
IT-AIC-1.4,Artificial Intelligence Concepts,11.44400,HS,"Model work readiness traits required for success in the workplace including integrity, honesty, accountability, punctuality, time management, and respect for diversity.",2021-03-04,
IT-AIC-1.5,Artificial Intelligence Concepts,11.44400,HS,"Apply the appropriate skill sets to be productive in a changing, technological, diverse workplace to be able to work independently and apply teamwork skills.",2021-03-04,
IT-AIC-1.6,Artificial Intelligence Concepts,11.44400,HS,"Present a professional image through appearance, behavior, and language.",2021-03-04,
IT-AIC-2.1,Artificial Intelligence Concepts,11.44400,HS,Identify and summarize how Artificial Intelligence has influenced elements of history and is currently shaping contemporary events.,2021-03-04,
IT-AIC-2.2,Artificial Intelligence Concepts,11.44400,HS,"Identify, research, and analyze current events in the field of Artificial Intelligence, considering new technology developments, social and ethical impact, and future implication.",2021-03-04,
IT-AIC-2.3,Artificial Intelligence Concepts,11.44400,HS,Analyze the impact new Artificial Intelligence developments have or will have on its intended users and society at large.,2021-03-04,
IT-AIC-2.4,Artificial Intelligence Concepts,11.44400,HS,Identify current and predicted trends or changes in the Artificial Intelligence industry.,2021-03-04,
IT-AIC-3.1,Artificial Intelligence Concepts,11.44400,HS,"Define the function of and classify examples of critical and contemporary areas of Artificial Intelligence (e.g., machine learning, natural language processing, computer vision).",2021-03-04,
IT-AIC-3.2,Artificial Intelligence Concepts,11.44400,HS,"Define and classify examples of supervised learning, including regression and classification; unsupervised learning, including clustering; and reinforcement learning.",2021-03-04,
IT-AIC-3.3,Artificial Intelligence Concepts,11.44400,HS,"Using a web tool that trains a machine learning model without coding (e.g., Google Teachable Machine, Weka), plan and conduct an experiment to train a model to recognize data (e.g., photos, videos, audio, etc.) and to distinguish between at least three different categories you define (e.g., bicycles, motorcycles, scooters; jazz, hip-hop, classical music).",2021-03-04,
IT-AIC-3.4,Artificial Intelligence Concepts,11.44400,HS,Predict what information the trained machine from your experiment might use to classify data.,2021-03-04,
IT-AIC-3.5,Artificial Intelligence Concepts,11.44400,HS,Construct an argument using data that explains how your machine learning experiment model works and evaluate if it was successful.,2021-03-04,
IT-AIC-3.6,Artificial Intelligence Concepts,11.44400,HS,"Investigate how the different examples Artificial Intelligence you interact with daily (e.g., social media, gaming, smartphones, shopping, etc.) work and determine what type(s) of Artificial Intelligence is being used (e.g., machine learning, natural language processing, computer vision).",2021-03-04,
IT-AIC-4.1,Artificial Intelligence Concepts,11.44400,HS,"Define, explain, and apply the ideas of pattern matching, recursion, parallelization, and automation to algorithms and programs.",2021-03-04,
IT-AIC-4.2,Artificial Intelligence Concepts,11.44400,HS,Describe the benefits and principles of object-oriented programming.,2021-03-04,
IT-AIC-4.3,Artificial Intelligence Concepts,11.44400,HS,Define and apply objects and recognize the difference between an object and an instance.,2021-03-04,
IT-AIC-4.4,Artificial Intelligence Concepts,11.44400,HS,Apply principles of object-oriented programing to declare methods and combine classes.,2021-03-04,
IT-AIC-4.5,Artificial Intelligence Concepts,11.44400,HS,"Define and implement different logical, relational, Boolean, and mathematical operators.",2021-03-04,
IT-AIC-4.6,Artificial Intelligence Concepts,11.44400,HS,"Identify, assign, and convert values and different data types to variables in programs.",2021-03-04,
IT-AIC-4.7,Artificial Intelligence Concepts,11.44400,HS,"Implement different types of control structures in programs (e.g., conditionals, loops, functions).",2021-03-04,
IT-AIC-4.8,Artificial Intelligence Concepts,11.44400,HS,"Describe and implement a function, including those with return statements and different parameters.",2021-03-04,
IT-AIC-4.9,Artificial Intelligence Concepts,11.44400,HS,Use external libraries in programs.,2021-03-04,
IT-AIC-4.10,Artificial Intelligence Concepts,11.44400,HS,Identify a list as an ordered series of data under one variable name and accessed with numeric indices.,2021-03-04,
IT-AIC-4.11,Artificial Intelligence Concepts,11.44400,HS,"Determine which data structures are most appropriate to model the program data (e.g., list, set, dictionary, and tuple).",2021-03-04,
IT-AIC-4.12,Artificial Intelligence Concepts,11.44400,HS,"Implement data structures (e.g., lists, sets, dictionaries, and tuples) as function parameters, return values, and internal variables within function bodies.",2021-03-04,
IT-AIC-4.13,Artificial Intelligence Concepts,11.44400,HS,Differentiate between methods and functions and analyze the effect of a method call on a program.,2021-03-04,
IT-AIC-4.14,Artificial Intelligence Concepts,11.44400,HS,Construct and implement strings in programs.,2021-03-04,
IT-AIC-4.15,Artificial Intelligence Concepts,11.44400,HS,"Define and implement professional programming practices (e.g., commenting and documentation, file storage, naming conventions).",2021-03-04,
IT-AIC-4.16,Artificial Intelligence Concepts,11.44400,HS,Implement a debugging process.,2021-03-04,
IT-AIC-5.1,Artificial Intelligence Concepts,11.44400,HS,Identify examples of data science in the world around us and investigate its impact on technology and users.,2021-03-04,
IT-AIC-5.2,Artificial Intelligence Concepts,11.44400,HS,Identify examples of ethical issues in data science.,2021-03-04,
IT-AIC-5.3,Artificial Intelligence Concepts,11.44400,HS,Describe how data is used in different Artificial Intelligence applications.,2021-03-04,
IT-AIC-5.4,Artificial Intelligence Concepts,11.44400,HS,"Define, compare, and contrast a spreadsheet and a database.",2021-03-04,
IT-AIC-5.5,Artificial Intelligence Concepts,11.44400,HS,"Define and describe the function of a Database Management System Language (DMBS) (e.g., SQL).",2021-03-04,
IT-AIC-5.6,Artificial Intelligence Concepts,11.44400,HS,Define dataset and Data Frame.,2021-03-04,
IT-AIC-5.7,Artificial Intelligence Concepts,11.44400,HS,"Implement spreadsheet functions, formulas, conditional formatting, cell referencing, and pivot tables.",2021-03-04,
IT-AIC-5.8,Artificial Intelligence Concepts,11.44400,HS,"Create data tables and graphic representations of data including two-way tables, scatterplots, bar graphs, histograms, stem plots, and dot plots from a spreadsheet software or other data visualization tools (e.g., Jupyter Notebooks, Matplotlib).",2021-03-04,
IT-AIC-5.9,Artificial Intelligence Concepts,11.44400,HS,"Utilize visual reporting and statistical tools to define and understand statistics such as regression analysis, ANOVA, hypothesis testing, and sampling distributions.",2021-03-04,
IT-AIC-6.1,Artificial Intelligence Concepts,11.44400,HS,"Identify real examples of issues related to bias, perception, privacy, and accuracy in Artificial Intelligence.",2021-03-04,
IT-AIC-6.2,Artificial Intelligence Concepts,11.44400,HS,"Investigate and propose solutions to ethical and societal Artificial Intelligence issues in a variety of settings (e.g., public safety, finance, social media marketing, government use).",2021-03-04,
IT-AIC-6.3,Artificial Intelligence Concepts,11.44400,HS,"Using a web tool that trains a machine learning model without coding, investigate examples of bias and identify solutions.",2021-03-04,
IT-AIC-6.4,Artificial Intelligence Concepts,11.44400,HS,"Identify and analyze examples of legal policies related to Artificial Intelligence, including why and how they were or are being developed.",2021-03-04,
IT-AIC-6.5,Artificial Intelligence Concepts,11.44400,HS,Analyze real world Artificial Intelligence scenarios to determine the ethical and legal implications.,2021-03-04,
IT-AIC-6.6,Artificial Intelligence Concepts,11.44400,HS,"Identify and research projects from the Artificial Intelligence for Good Foundation or other similar organizations (e.g., The Center for Human Compatible Artificial Intelligence, The Future of Life Institute) and design potential solutions to the problems identified.",2021-03-04,
IT-AIC-7.1,Artificial Intelligence Concepts,11.44400,HS,Identify and investigate a real-world problem of interest that might be solved with Artificial Intelligence.,2021-03-04,
IT-AIC-7.2,Artificial Intelligence Concepts,11.44400,HS,"Use a problem-solving process (e.g., Design Thinking) to design a creative solution to a real-world problem that could be solved with Artificial Intelligence.",2021-03-04,
IT-AIC-7.3,Artificial Intelligence Concepts,11.44400,HS,"Apply programming, logic, and data science to solve problems.",2021-03-04,
IT-AIC-8.1,Artificial Intelligence Concepts,11.44400,HS,"Explain the goals, mission, and objectives of the career-technical student organization (CTSO).",2021-03-04,
IT-AIC-8.2,Artificial Intelligence Concepts,11.44400,HS,Explore the impact and opportunities a student organization can develop to bring business and education together in a positive working relationship through innovative leadership and career development programs.,2021-03-04,
IT-AIC-8.3,Artificial Intelligence Concepts,11.44400,HS,"Explore the local, state, and national opportunities available to students through participation in related student organization including but not limited to conferences, competitions, community service, philanthropy, and other CTSO activities.",2021-03-04,
IT-AIC-8.4,Artificial Intelligence Concepts,11.44400,HS,Explain how participation in career and technology education student organizations can promote lifelong responsibility for community service and professional development.,2021-03-04,
IT-AIC-8.5,Artificial Intelligence Concepts,11.44400,HS,"Explore the competitive events related to the content of this course and the required competencies, skills, and knowledge for each related event for individual, team, and chapter competitions.",2021-03-04,
IT-AIA-1.1,Artificial Intelligence Applications,11.44500,HS,"Communicate effectively through writing, speaking, listening, reading, and interpersonal abilities.",2021-03-04,
IT-AIA-1.2,Artificial Intelligence Applications,11.44500,HS,Demonstrate creativity by asking challenging questions and applying innovative procedures and methods.,2021-03-04,
IT-AIA-1.3,Artificial Intelligence Applications,11.44500,HS,"Exhibit critical thinking and problem-solving skills to locate, analyze and apply information in career planning and employment situations.",2021-03-04,
IT-AIA-1.4,Artificial Intelligence Applications,11.44500,HS,"Model work readiness traits required for success in the workplace including integrity, honesty, accountability, punctuality, time management, and respect for diversity.",2021-03-04,
IT-AIA-1.5,Artificial Intelligence Applications,11.44500,HS,"Apply the appropriate skill sets to be productive in a changing, technological, diverse workplace to be able to work independently and apply teamwork skills.",2021-03-04,
IT-AIA-1.6,Artificial Intelligence Applications,11.44500,HS,"Present a professional image through appearance, behavior, and language.",2021-03-04,
IT-AIA-2.1,Artificial Intelligence Applications,11.44500,HS,"Identify, research, and analyze current events in the field of Artificial Intelligence, considering new technology developments, social and ethical impact, and future implication.",2021-03-04,
IT-AIA-2.2,Artificial Intelligence Applications,11.44500,HS,"Identify and describe current challenges and opportunities in Artificial Intelligence technologies using non-Machine Learning aspects of Artificial Intelligence (e.g., genetic algorithms, robotics, computer vision, etc.).",2021-03-04,
IT-AIA-2.3,Artificial Intelligence Applications,11.44500,HS,Make predictions about the future trends or developments in the field of Artificial Intelligence based on current Artificial Intelligence applications.,2021-03-04,
IT-AIA-3.1,Artificial Intelligence Applications,11.44500,HS,"Identify and research networks and cloud services that use Artificial Intelligence solutions (Neural Networks, data management, different industry-specific solutions and services, Edge AI).",2021-03-04,
IT-AIA-3.2,Artificial Intelligence Applications,11.44500,HS,Identify Artificial Intelligence in a variety of industry solutions and services and make appropriate recommendations of Artificial Intelligence applications based on an industry need.,2021-03-04,
IT-AIA-3.3,Artificial Intelligence Applications,11.44500,HS,"Define open source and identify open-source Artificial Intelligence tools (e.g., Tensorflow, Scikit-Learn, Spark ML, PyTorch).",2021-03-04,
IT-AIA-3.4,Artificial Intelligence Applications,11.44500,HS,"Define proprietary and identify proprietary Artificial Intelligence tools (e.g., Microsoft Azure AI, Amazon Web Services, Google AI, IBM Watson).",2021-03-04,
IT-AIA-4.1,Artificial Intelligence Applications,11.44500,HS,"Define and apply a team-based software development process (e.g., Agile) using professional tools (e.g., Version Control System, GitHub).",2021-03-04,
IT-AIA-4.2,Artificial Intelligence Applications,11.44500,HS,"Define and evaluate computational complexity, time complexity, and space complexity in programs.",2021-03-04,
IT-AIA-4.3,Artificial Intelligence Applications,11.44500,HS,"Identify and use IDEs (e.g., VS Code, PyCharm, Jupyter, Sublime) and packages in program development (e.g., Fast AI, Scikit-Learn, Pandas, Runway ML, Tensorflow, Make Code, PyTorch) to build and train machine learning models.",2021-03-04,
IT-AIA-4.4,Artificial Intelligence Applications,11.44500,HS,Define and research an interest or problem that could be enhanced or solved with Artificial Intelligence.,2021-03-04,
IT-AIA-4.5,Artificial Intelligence Applications,11.44500,HS,Design and develop an Artificial Intelligence software solution that addresses a researched interest or problem that could be enhanced or solved.,2021-03-04,
IT-AIA-4.6,Artificial Intelligence Applications,11.44500,HS,Develop an online portfolio that showcases your software development skills and projects.,2021-03-04,
IT-AIA-5.1,Artificial Intelligence Applications,11.44500,HS,Define and distinguish between balanced and imbalanced datasets.,2021-03-04,
IT-AIA-5.2,Artificial Intelligence Applications,11.44500,HS,Identify potential problems with imbalance datasets.,2021-03-04,
IT-AIA-5.3,Artificial Intelligence Applications,11.44500,HS,"Define and explain the difference between training, validation, and test datasets.",2021-03-04,
IT-AIA-5.4,Artificial Intelligence Applications,11.44500,HS,"Discuss how bias can be present in datasets and analyze the implications, including ethical implications, of bias in data.",2021-03-04,
IT-AIA-5.5,Artificial Intelligence Applications,11.44500,HS,"Define data collection, manipulation, cleansing, and transformation and describe how these can be used to improve datasets.",2021-03-04,
IT-AIA-5.6,Artificial Intelligence Applications,11.44500,HS,Identify different factors to consider when evaluating sources of data.,2021-03-04,
IT-AIA-5.7,Artificial Intelligence Applications,11.44500,HS,"Identify, evaluate, and utilize existing datasets from reliable sources (e.g., Kaggle) to train machine learning models.",2021-03-04,
IT-AIA-5.8,Artificial Intelligence Applications,11.44500,HS,"Explore and utilize packages from a data analysis and manipulation tool when training a machine learning model (e.g., Pandas).",2021-03-04,
IT-AIA-5.9,Artificial Intelligence Applications,11.44500,HS,"Utilize visual reporting and statistical tools to perform, understand, and interpret statistics such as regression analysis, ANOVA, hypothesis testing, and sampling distributions.",2021-03-04,
IT-AIA-6.1,Artificial Intelligence Applications,11.44500,HS,Identify and research a real social or ethical problem in your community that might be solved with Artificial Intelligence.,2021-03-04,
IT-AIA-6.2,Artificial Intelligence Applications,11.44500,HS,"Use a problem-solving process (e.g., Design Thinking) to collaboratively investigate the identified problem in your community.",2021-03-04,
IT-AIA-6.3,Artificial Intelligence Applications,11.44500,HS,Collaboratively design a solution that uses Artificial Intelligence for the problem identified in your community.,2021-03-04,
IT-AIA-6.4,Artificial Intelligence Applications,11.44500,HS,Develop a prototype or working model of your Artificial Intelligence solution.,2021-03-04,
IT-AIA-7.1,Artificial Intelligence Applications,11.44500,HS,"Identify and define the function of circuits, sensors, microcontrollers, motors, and other components used in embedded systems.",2021-03-04,
IT-AIA-7.2,Artificial Intelligence Applications,11.44500,HS,"Assemble an embedded or robotic system that use circuits, sensor(s), microcontroller, microcomputers, motor(s) to complete a specific task.",2021-03-04,
IT-AIA-7.3,Artificial Intelligence Applications,11.44500,HS,"Write a program for an embedded or robotic system that makes a decision based on sensor/user input, controls mechanics of the robot, and completes a ""human"" task (e.g., delivers items, opens a door for someone, solves a puzzle, etc.).",2021-03-04,
IT-AIA-7.4,Artificial Intelligence Applications,11.44500,HS,Use a problem-solving method to debug hardware issues.,2021-03-04,
IT-AIA-8.1,Artificial Intelligence Applications,11.44500,HS,"Explain the goals, mission, and objectives of the career-technical student organization (CTSO).",2021-03-04,
IT-AIA-8.2,Artificial Intelligence Applications,11.44500,HS,Explore the impact and opportunities a student organization can develop to bring business and education together in a positive working relationship through innovative leadership and career development programs.,2021-03-04,
IT-AIA-8.3,Artificial Intelligence Applications,11.44500,HS,"Explore the local, state, and national opportunities available to students through participation in related student organization including but not limited to conferences, competitions, community service, philanthropy, and other CTSO activities.",2021-03-04,
IT-AIA-8.4,Artificial Intelligence Applications,11.44500,HS,Explain how participation in career and technology education student organizations can promote lifelong responsibility for community service and professional development.,2021-03-04,
IT-AIA-8.5,Artificial Intelligence Applications,11.44500,HS,"Explore the competitive events related to the content of this course and the required competencies, skills, and knowledge for each related event for individual, team, and chapter competitions.",2021-03-04,
